,Город,Регион,Год,Численность
2768,Благовещенск,Амурская область,2000,222000
2769,Благовещенск,Амурская область,2003,219200
2770,Благовещенск,Амурская область,2005,217700
2771,Благовещенск,Амурская область,2006,212200
2772,Благовещенск,Амурская область,2007,209100
2773,Благовещенск,Амурская область,2008,207300
2774,Благовещенск,Амурская область,2010,206500
2775,Благовещенск,Амурская область,2011,214400
2776,Благовещенск,Амурская область,2012,215700
2777,Благовещенск,Амурская область,2013,217600
2778,Благовещенск,Амурская область,2015,224200
2779,Благовещенск,Амурская область,2016,224300
2780,Благовещенск,Амурская область,2017,224400
2781,Благовещенск,Амурская область,2018,225100
2782,Благовещенск,Амурская область,2019,225800
2783,Благовещенск,Амурская область,2020,226400
2784,Благовещенск,Амурская область,2021,225800
